account_id,merchant_id,direction,amount_cents,txn_date
193779,3573,D,60910,2025-03-15
194702,3859,D,58311,2025-03-16
121269,3050,D,71423,2025-03-15
111085,3794,D,29082,2025-03-10
165457,,C,11075,2025-03-13
19388,3261,D,35585,2025-03-14
80455,3757,D,65033,2025-03-16
44559,,C,11152,2025-03-10
103782,3429,D,31342,2025-03-10
15814,3080,D,45446,2025-03-11
174333,,C,105623,2025-03-16
16331,3714,D,58934,2025-03-16
182312,3565,D,15859,2025-03-11
67887,3885,D,18275,2025-03-14
15591,3407,D,41692,2025-03-11
94851,3992,D,11068,2025-03-14
158243,3714,D,44763,2025-03-12
53475,3495,D,48814,2025-03-11
71045,,C,461981,2025-03-13
34160,,C,74074,2025-03-16
93589,3678,D,4312,2025-03-11
123138,,C,276229,2025-03-12
22526,3680,D,57405,2025-03-10
36543,,C,464,2025-03-16
93261,3658,D,10782,2025-03-11
42986,,C,4133,2025-03-11
18477,3570,D,53380,2025-03-11
70332,3123,D,42695,2025-03-12
104247,3636,D,43012,2025-03-15
113739,3336,D,31658,2025-03-13
57532,3002,D,28599,2025-03-16
201236,3725,D,19796,2025-03-15
99150,3671,D,35241,2025-03-12
40829,3708,D,49732,2025-03-14
33648,3341,D,48051,2025-03-11
130920,3485,D,40348,2025-03-11
168361,3270,D,25148,2025-03-16
41093,3776,D,41781,2025-03-13
128552,3665,D,54323,2025-03-10
118975,3415,D,29073,2025-03-12
146955,3786,D,11356,2025-03-14
143863,,C,4736,2025-03-15
166764,3598,D,71786,2025-03-14
33020,3365,D,58702,2025-03-12
181283,3302,D,19391,2025-03-13
198924,3686,D,39084,2025-03-11
59232,,C,9671,2025-03-10
195836,3748,D,56491,2025-03-15
16875,,C,6465,2025-03-15
64574,3979,D,27193,2025-03-16
69397,3490,D,37321,2025-03-15
8958,3242,D,53205,2025-03-10
194236,3796,D,48498,2025-03-15
34850,3189,D,74281,2025-03-12
3280,3788,D,56024,2025-03-10
29059,3008,D,60559,2025-03-13
198450,3652,D,65475,2025-03-11
133402,3421,D,61690,2025-03-13
78046,3294,D,33988,2025-03-14
26581,,C,9900,2025-03-10
179194,3095,D,13895,2025-03-13
165044,3544,D,25957,2025-03-14
110680,,C,4630,2025-03-11
130508,3520,D,62999,2025-03-12
55729,3989,D,9211,2025-03-12
132618,3436,D,46703,2025-03-13
116456,3099,D,5651,2025-03-11
145462,3361,D,18787,2025-03-15
184427,3419,D,70008,2025-03-12
44050,,C,4075,2025-03-12
48346,,C,2022,2025-03-15
67448,,C,182233,2025-03-15
180278,3827,D,11148,2025-03-15
185327,3431,D,59141,2025-03-15
152044,,C,72054,2025-03-10
2155,3129,D,40208,2025-03-13
167421,3337,D,61916,2025-03-14
138952,,C,3828,2025-03-15
130300,3452,D,10518,2025-03-15
16356,3991,D,33601,2025-03-12
81869,3427,D,6314,2025-03-16
51743,3713,D,50987,2025-03-14
19141,3348,D,12482,2025-03-15
24123,3934,D,16672,2025-03-16
171728,3177,D,231,2025-03-10
16361,3007,D,9005,2025-03-10
188968,,C,1321,2025-03-15
161448,3154,D,18210,2025-03-13
158313,3750,D,38620,2025-03-12
32468,3833,D,7413,2025-03-13
105306,3901,D,19217,2025-03-15
100827,3010,D,18761,2025-03-12
143681,,C,1750,2025-03-11
129975,3673,D,69001,2025-03-15
53497,3100,D,72976,2025-03-12
12668,3322,Z,19277,2025-03-10
8954,3558,D,23000,2025-03-14
53345,3910,D,72036,2025-03-12
11395,3190,D,66625,2025-03-10
102792,,C,271,2025-03-12
123197,3547,D,10227,2025-03-16
76752,3415,D,18500,2025-03-11
68406,3229,D,10422,2025-03-11
94040,,C,724,2025-03-16
22918,3976,D,64304,2025-03-11
150265,3369,D,6018,2025-03-13
42325,3180,D,67846,2025-03-11
82086,3208,D,18323,2025-03-14
152665,,C,2482,2025-03-10
105674,3429,D,61033,2025-03-16
117212,3074,D,16925,2025-03-14
29661,3025,D,53951,2025-03-10
142351,3495,D,23847,2025-03-10
112331,3744,D,38150,2025-03-15
6491,3970,Z,36162,2025-03-12
144086,3312,D,32986,2025-03-12
59456,3922,D,74708,2025-03-16
89516,3205,D,64663,2025-03-14
167774,,C,231468,2025-03-11
96815,3773,D,21250,2025-03-11
127652,,C,167436,2025-03-12
189646,,C,51455,2025-03-11
18712,3556,D,10738,2025-03-13
117185,3435,D,55658,2025-03-13
59786,3537,D,39647,2025-03-14
78308,3938,D,2565,2025-03-15
167871,3153,D,19789,2025-03-12
30980,,C,2108,2025-03-11
64894,,C,2838,2025-03-13
192888,3357,D,28569,2025-03-13
101472,3021,D,40196,2025-03-11
93305,3790,D,21051,2025-03-14
70842,3915,D,70744,2025-03-16
189365,3152,D,30099,2025-03-12
43816,3066,D,1101,2025-03-12
101747,3562,D,73271,2025-03-12
135491,3155,D,18882,2025-03-11
105282,,C,346568,2025-03-13
113955,,C,4052,2025-03-15
166729,3927,D,14959,2025-03-12
87334,3423,D,29339,2025-03-10
90932,3213,D,61310,2025-03-12
55876,3796,D,20686,2025-03-14
38826,3199,D,-3472,2025-03-15
136307,3788,D,20648,2025-03-16
50046,,C,0,2025-03-12
189063,3462,D,14485,2025-03-16
25232,,C,3330,2025-03-14
24770,3561,D,27596,2025-03-15
176643,3153,D,17156,2025-03-14
11798,,C,484283,2025-03-15
178667,3714,D,72736,2025-03-16
72251,3783,D,27422,2025-03-13
169707,3047,D,15396,2025-03-13
96309,3134,D,33549,2025-03-16
191613,3996,D,36655,2025-03-11
38529,3614,D,18752,2025-03-15
164501,,C,15657,2025-03-10
68366,3494,D,52206,2025-03-14
121087,3602,D,67198,2025-03-16
29256,3067,D,51499,2025-03-13
18402,,C,252501,2025-03-12
166910,,C,87415,2025-03-12
57682,3478,D,72985,2025-03-14
188780,,C,16166,2025-03-16
114070,3094,D,42714,2025-03-13
44400,3785,D,28815,2025-03-12
125846,3300,D,58059,2025-03-11
92108,3363,D,49877,2025-03-16
90454,3887,D,33136,2025-03-14
191065,3609,D,35759,2025-03-13
169659,3629,D,1157,2025-03-13
149400,3611,D,6576,2025-03-11
114254,3209,D,33584,2025-03-16
198601,3267,D,61469,2025-03-11
2840,,C,0,2025-03-10
103039,,C,11711,2025-03-12
27276,3303,D,26138,2025-03-14
174200,3977,D,69232,2025-03-10
176387,,C,399462,2025-03-15
75902,3873,D,72315,2025-03-15
192754,3028,D,15065,2025-03-13
18264,3999,D,28622,2025-03-14
78651,,C,6913,2025-03-13
63567,,C,307907,2025-03-11
173846,,C,2312,2025-03-12
194906,,C,12455,2025-03-15
169086,3642,D,2495,2025-03-12
27944,3450,D,69461,2025-03-16
92142,,C,240535,2025-03-11
111332,3793,B,31001,2025-03-16
138874,3921,D,49649,2025-03-11
38207,3713,D,10106,2025-03-11
178715,3907,D,63771,2025-03-12
27270,3160,D,64251,2025-03-15
86977,3189,D,8718,2025-03-12
102840,3712,D,10491,2025-03-14
51524,3662,D,60533,2025-03-13
15316,3449,D,592,2025-03-13
5101,3205,D,5817,2025-03-11
99667,3542,D,9033,2025-03-13
150323,3042,D,29527,2025-03-13
131335,,C,4950,2025-03-15
103450,3151,D,1660,2025-03-15
106143,3336,D,7978,2025-03-11
18477,,C,12151,2025-03-11
174981,3405,D,20308,2025-03-15
77101,,C,4522,2025-03-15
137723,3028,D,7437,2025-03-14
62768,,C,347109,2025-03-13
33479,,C,3901,2025-03-16
115822,3803,D,18882,2025-03-13
65723,3473,D,67102,2025-03-10
22433,3181,D,31371,2025-03-10
138365,3708,D,26946,2025-03-11
43723,,C,98131,2025-03-10
36792,,C,180182,2025-03-16
66428,3061,D,29589,2025-03-11
7302,3852,D,16335,2025-03-16
162256,3986,D,33228,2025-03-16
149237,3653,D,24706,2025-03-16
91863,3633,D,15284,2025-03-10
122796,3024,D,38592,2025-03-10
67532,3853,D,29589,2025-03-13
180003,3801,D,15957,2025-03-16
115199,,C,2411,2025-03-11
131489,3192,D,74047,2025-03-16
72888,3117,D,5441,2025-03-14
23125,3906,D,58210,2025-03-10
121657,,C,16581,2025-03-12
73990,3111,Z,3496,2025-03-16
70715,3433,D,67702,2025-03-11
153266,3870,D,57205,2025-03-12
62744,3399,D,22038,2025-03-14
149583,3949,D,41470,2025-03-10
14648,3860,D,2368,2025-03-10
154661,3154,D,42460,2025-03-12
75115,3567,D,25685,2025-03-12
46242,3228,D,70362,2025-03-15
161852,3728,D,57075,2025-03-13
70482,3029,D,45599,2025-03-10
68212,3472,D,71079,2025-03-16
146675,3350,D,70643,2025-03-14
118748,3161,D,25152,2025-03-16
195191,3476,D,24966,2025-03-14
14054,,C,319369,2025-03-15
140031,3685,D,15884,2025-03-13
119291,3990,D,46866,2025-03-10
23295,3592,D,41323,2025-03-10
16118,3102,D,60184,2025-03-15
142794,3322,D,184,2025-03-16
146965,3605,D,4137,2025-03-15
123681,3004,D,59838,2025-03-14
114828,3240,D,49243,2025-03-10
124404,3404,D,1679,2025-03-13
155515,3833,D,7958,2025-03-15
76326,,C,1338,2025-03-10
106276,,C,342925,2025-03-10
193677,3280,D,21080,2025-03-14
140907,3004,D,56489,2025-03-10
41360,,C,19577,2025-03-11
15046,3857,D,21849,2025-03-14
183653,3573,D,41551,2025-03-15
168143,,C,737,2025-03-13
201229,3908,D,34338,2025-03-12
186594,3031,D,21379,2025-03-10
150168,3336,D,9409,2025-03-14
8259,3665,D,24118,2025-03-16
192669,3692,D,15754,2025-03-15
147171,,C,116417,2025-03-12
196464,3679,D,65428,2025-03-15
81434,3303,D,-5593,2025-03-10
130178,,C,330252,2025-03-10
152957,3550,D,40919,2025-03-11
34491,3994,D,70219,2025-03-13
116327,3503,D,10260,2025-03-13
6428,,C,1664,2025-03-10
184218,3364,D,54481,2025-03-16
116731,3147,D,17828,2025-03-10
48249,,C,172362,2025-03-11
51200,,C,1998,2025-03-13
110645,3350,D,52385,2025-03-16
175473,3104,D,5422,2025-03-14
53935,3453,D,28768,2025-03-14
126740,3985,D,39385,2025-03-11
122973,,C,326002,2025-03-12
158267,3666,D,50327,2025-03-10
68018,3488,D,64394,2025-03-10
132849,3691,D,32215,2025-03-11
13168,3852,D,50754,2025-03-15
48538,,C,17656,2025-03-15
42751,3938,D,42177,2025-03-10
28227,3864,D,61431,2025-03-12
190174,3410,D,31834,2025-03-12
42836,3047,D,28399,2025-03-10
60618,3383,D,41129,2025-03-15
130762,3292,D,61172,2025-03-16
133784,,C,2132,2025-03-12
90743,3025,D,37698,2025-03-11
87586,3658,D,34426,2025-03-12
26123,3434,D,20012,2025-03-14
118385,3411,D,65771,2025-03-11
74735,,C,470686,2025-03-14
184828,3104,D,8349,2025-03-10
124001,3682,X,25721,2025-03-14
2386,3253,D,74296,2025-03-12
175134,3267,D,59406,2025-03-12
56224,4000,D,20052,2025-03-16
175077,3855,D,3499,2025-03-15
6709,3402,D,36984,2025-03-12
145224,,C,0,2025-03-10
40321,,C,254183,2025-03-10
146914,,C,5696,2025-03-15
101526,3838,D,33093,2025-03-16
84355,3077,D,36040,2025-03-11
159254,3271,D,36104,2025-03-12
71236,3304,D,32578,2025-03-12
194652,3496,D,64544,2025-03-11
41960,,C,2306,2025-03-14
46159,3224,D,42151,2025-03-12
61460,,C,307487,2025-03-12
82309,3658,D,48702,2025-03-16
160916,3916,D,45324,2025-03-13
193861,3452,D,65906,2025-03-15
86987,3610,D,37745,2025-03-10
90570,3213,D,12506,2025-03-10
38329,3437,D,70988,2025-03-11
162202,,C,1727,2025-03-16
39478,3165,D,47184,2025-03-15
65943,3027,D,66262,2025-03-12
3500,3670,D,27829,2025-03-12
150650,3849,D,14120,2025-03-14
105786,3434,D,44511,2025-03-15
106228,,C,359625,2025-03-12
107091,3714,D,12480,2025-03-12
141771,3941,D,2449,2025-03-13
19016,3507,D,59147,2025-03-15
197322,3144,D,38445,2025-03-12
196256,3166,D,39030,2025-03-10
101410,3487,D,46774,2025-03-10
72940,,C,10416,2025-03-16
166581,3638,D,25418,2025-03-10
145617,3953,D,29828,2025-03-11
117594,3233,D,67609,2025-03-14
150342,3381,D,62645,2025-03-10
190913,3397,D,24503,2025-03-11
91614,3458,D,46451,2025-03-14
65593,3533,D,37870,2025-03-13
23733,3845,D,6022,2025-03-16
155515,3043,D,3906,2025-03-12
78677,,C,199806,2025-03-13
148457,,C,169015,2025-03-14
126497,,C,478874,2025-03-12
45919,,C,15694,2025-03-10
181007,3345,D,70546,2025-03-12
96658,3082,D,69534,2025-03-12
61688,3625,D,25813,2025-03-16
103385,,C,6958,2025-03-14
62794,3358,D,38567,2025-03-10
154907,,C,336149,2025-03-16
5232,3862,D,48968,2025-03-16
89033,3447,D,39171,2025-03-16
115556,,C,322,2025-03-12
149330,3508,D,56803,2025-03-11
128531,3186,D,52771,2025-03-15
111460,3270,D,43816,2025-03-10
52822,,C,181663,2025-03-13
154177,3890,D,17433,2025-03-16
8525,3115,D,73432,2025-03-12
147604,3577,D,63208,2025-03-11
161282,3826,D,33999,2025-03-15
17509,3536,D,56475,2025-03-15
103053,,C,0,2025-03-15
156694,3771,D,6773,2025-03-16
187266,3551,D,38182,2025-03-14
19257,3518,D,62607,2025-03-15
124474,3440,D,55994,2025-03-13
56517,3035,D,44203,2025-03-16
66184,,C,3837,2025-03-11
18176,3662,D,21718,2025-03-14
167213,3444,D,19888,2025-03-16
169299,3236,D,35223,2025-03-14
158298,3844,D,28927,2025-03-16
99342,3540,D,24416,2025-03-10
50843,3648,D,50188,2025-03-11
89200,3881,D,49186,2025-03-11
40543,3365,D,43888,2025-03-14
4004,3581,D,42922,2025-03-16
187957,3578,D,68979,2025-03-13
193370,3631,D,25371,2025-03-10
85760,,C,440028,2025-03-16
200094,3563,D,51128,2025-03-14
91276,3446,D,67820,2025-03-12
142782,3466,D,50460,2025-03-16
63685,3302,D,17292,2025-03-10
190519,,C,159447,2025-03-13
61269,3159,D,7044,2025-03-12
126448,3169,D,21927,2025-03-15
92298,3178,D,23556,2025-03-12
73529,3157,D,1729,2025-03-10
136113,3494,D,60266,2025-03-14
157426,3774,D,32642,2025-03-10
179912,,C,1358,2025-03-10
109315,3252,D,9258,2025-03-10
66518,3155,D,47073,2025-03-16
104752,3515,D,41257,2025-03-13
146150,3077,D,70965,2025-03-12
132964,3303,D,38839,2025-03-13
19041,3917,D,58024,2025-03-13
6631,3403,D,12095,2025-03-11
5876,3927,D,53064,2025-03-16
28811,3521,D,15774,2025-03-16
130272,3330,D,12214,2025-03-13
87870,3249,D,19620,2025-03-12
196516,3568,D,31021,2025-03-14
129792,,C,0,2025-03-12
67510,,C,0,2025-03-11
191719,3048,D,37645,2025-03-11
17786,3851,D,27580,2025-03-10
15152,3551,D,70423,2025-03-16
19738,3785,D,19482,2025-03-10
162819,3941,D,51794,2025-03-15
54386,3262,D,31076,2025-03-16
122160,,C,4904,2025-03-16
108256,,C,112418,2025-03-15
119852,3523,D,45300,2025-03-12
84481,3423,D,27852,2025-03-11
96176,3977,D,13962,2025-03-14
129283,3017,D,6610,2025-03-15
131463,3828,D,47914,2025-03-15
21131,3446,D,72730,2025-03-10
94846,3558,D,49757,2025-03-10
10441,3973,D,42926,2025-03-13
162461,3426,D,46351,2025-03-13
182123,3094,D,50745,2025-03-15
177809,3156,D,27004,2025-03-15
171157,3180,D,33150,2025-03-13
12843,,C,5943,2025-03-13
55998,3873,D,1494,2025-03-16
9997,3305,D,53957,2025-03-15
152167,3273,D,43413,2025-03-13
79248,3966,D,7939,2025-03-14
121528,,C,470124,2025-03-10
100876,3137,D,25975,2025-03-13
164896,3376,D,26927,2025-03-13
27421,3592,D,16153,2025-03-11
92798,3713,D,25195,2025-03-12
163872,3876,D,59471,2025-03-15
84644,3082,D,45765,2025-03-11
171914,3418,D,60082,2025-03-13
63748,,C,9075,2025-03-13
173902,3970,D,64303,2025-03-14
36325,3658,D,62130,2025-03-10
190924,3670,D,44724,2025-03-16
182068,3691,D,14632,2025-03-11
175085,3943,D,67358,2025-03-16
178099,3385,D,21630,2025-03-16
148076,,C,5514,2025-03-15
65001,,C,461355,2025-03-14
124971,,C,24593,2025-03-14
104934,3220,D,43318,2025-03-16
175638,3217,D,42029,2025-03-11
149810,3108,D,48409,2025-03-15
130588,3137,D,55557,2025-03-16
183494,3792,D,27153,2025-03-13
28440,3165,D,57630,2025-03-12
190590,3702,D,74381,2025-03-11
69620,,C,292753,2025-03-14
135700,3284,D,69593,2025-03-10
62486,3436,D,53293,2025-03-15
114847,3252,D,26225,2025-03-13
101942,3613,D,38224,2025-03-12
155525,3734,D,11141,2025-03-13
28538,,C,4499,2025-03-16
67432,3490,D,17671,2025-03-14
165528,3250,D,36305,2025-03-10
79818,3732,D,7467,2025-03-10
76676,3347,D,717,2025-03-14
34625,3018,D,59720,2025-03-15
102747,3132,D,1767,2025-03-10
178679,3877,D,26335,2025-03-10
145185,3057,D,35069,2025-03-13
195455,3949,D,12788,2025-03-11
52368,3043,D,38541,2025-03-13
70184,3219,D,63673,2025-03-10
122222,3115,D,58674,2025-03-16
162886,3960,D,71529,2025-03-15
26917,,C,989,2025-03-13
139348,3713,D,5856,2025-03-15
15100,3624,D,36300,2025-03-13
66999,3348,D,52034,2025-03-10
124624,3282,D,4901,2025-03-15
