account_id,merchant_id,direction,amount_cents,txn_date
6269,3008,D,30915,2025-03-10
15937,3426,D,60686,2025-03-10
7829,3262,D,64219,2025-03-12
4025,3023,D,-4904,2025-03-14
20960,,C,14677,2025-03-14
14398,,C,1383,2025-03-16
12220,3433,D,9284,2025-03-14
18147,3063,D,54498,2025-03-15
10423,3426,D,42138,2025-03-12
11984,3466,D,53450,2025-03-15
5868,3126,D,59109,2025-03-12
17257,3258,D,27873,2025-03-10
17213,3395,D,28277,2025-03-15
17350,3393,D,49595,2025-03-11
19508,3324,D,38049,2025-03-13
21466,3395,D,38063,2025-03-11
11016,3332,D,7781,2025-03-13
2915,,C,22076,2025-03-11
20464,3151,D,47168,2025-03-11
9048,3070,D,32715,2025-03-11
10019,3112,D,45858,2025-03-12
6342,3397,D,68762,2025-03-13
13956,3395,D,63574,2025-03-14
6875,3341,D,794,2025-03-15
19930,3001,D,14916,2025-03-16
15000,3038,D,10322,2025-03-11
2264,3051,D,40824,2025-03-12
19313,,C,106599,2025-03-10
10957,3083,D,72034,2025-03-11
15272,3173,D,5218,2025-03-10
21666,3230,D,47848,2025-03-14
21842,3386,D,18070,2025-03-10
3261,3336,D,73062,2025-03-10
20949,,C,498244,2025-03-16
9383,3071,D,1953,2025-03-10
11474,3075,D,58619,2025-03-15
2280,,C,487367,2025-03-15
14897,3415,D,58461,2025-03-13
5292,3045,D,40653,2025-03-13
13132,,C,20553,2025-03-11
8094,3222,D,38351,2025-03-10
14334,,C,401410,2025-03-11
8612,3427,D,66456,2025-03-12
11846,3363,D,17711,2025-03-16
12256,3466,D,40815,2025-03-15
17551,3133,D,32360,2025-03-16
13012,3069,D,66723,2025-03-14
12001,3171,D,60163,2025-03-14
7850,3096,D,37814,2025-03-14
11161,3078,D,16106,2025-03-12
21384,,C,0,2025-03-10
17507,,C,18260,2025-03-14
3028,3370,D,45502,2025-03-12
14594,3478,D,16884,2025-03-13
9044,,C,174211,2025-03-15
6190,,C,393070,2025-03-15
14100,3205,D,27119,2025-03-14
9150,3055,D,23130,2025-03-13
19395,3369,D,64259,2025-03-16
5113,3378,D,15431,2025-03-16
9787,,C,3088,2025-03-10
20453,3324,D,23215,2025-03-11
20978,3159,D,40924,2025-03-10
17585,3036,D,60079,2025-03-11
9070,3179,D,67405,2025-03-10
13463,3402,D,36617,2025-03-15
7706,3170,D,56882,2025-03-14
15912,3403,D,36881,2025-03-11
6086,3221,D,10906,2025-03-11
6627,3478,D,72109,2025-03-16
17586,3286,D,38538,2025-03-13
12831,3053,D,41320,2025-03-11
6482,3025,D,57717,2025-03-11
3184,3424,D,50409,2025-03-16
6209,,C,2670,2025-03-13
11021,3150,D,10418,2025-03-13
8733,3051,D,11083,2025-03-13
19758,3163,D,41017,2025-03-10
6102,3051,D,67981,2025-03-10
2321,3367,D,32281,2025-03-10
9566,3351,D,48508,2025-03-16
7627,3075,D,11761,2025-03-15
8530,3356,D,8204,2025-03-13
18894,3489,D,57481,2025-03-16
11475,3349,D,42215,2025-03-10
2972,3003,D,60944,2025-03-12
16770,3378,D,64148,2025-03-15
11618,,C,921,2025-03-13
7736,3454,D,48188,2025-03-11
9938,3362,D,56926,2025-03-11
13574,3238,D,66376,2025-03-11
16851,3030,D,24589,2025-03-16
16959,3369,D,50142,2025-03-16
20861,3329,D,46908,2025-03-13
6850,3219,D,10831,2025-03-10
14205,3178,D,27518,2025-03-10
18268,3139,D,14163,2025-03-11
10914,,C,57340,2025-03-15
8893,3163,D,50926,2025-03-14
20094,3338,D,-2546,2025-03-10
14697,3324,D,28507,2025-03-10
9063,,C,4865,2025-03-14
5116,,C,315265,2025-03-15
19508,,C,300544,2025-03-14
19195,,C,16248,2025-03-13
3049,,C,3700,2025-03-13
15484,,C,118769,2025-03-16
9368,3087,D,66994,2025-03-12
15229,3447,D,57310,2025-03-10
18032,,C,155337,2025-03-12
11492,3292,D,32340,2025-03-16
18021,,C,14982,2025-03-10
15864,3338,D,48582,2025-03-12
6180,3165,D,57416,2025-03-10
13062,3057,D,50349,2025-03-16
17362,3049,D,43316,2025-03-11
7642,,C,4047,2025-03-12
8155,3104,D,37226,2025-03-10
12197,,C,0,2025-03-13
18549,3226,D,42798,2025-03-14
16022,3359,D,41427,2025-03-13
5766,3264,D,64119,2025-03-12
7797,3055,D,16758,2025-03-11
18044,3491,D,61844,2025-03-12
13514,3030,D,28665,2025-03-12
12170,,C,22801,2025-03-16
12592,3355,D,54904,2025-03-10
